Hostel_ID,Hostel_Name,Room_Number,Student_ID,Name,Age,Gender,Level_of_Higher_Education,Faculty,Course,Languages,Religion,Interests
1,Общежитие №1,52,256,Акимова Алла Олеговна,24,Ж,Бакалавриат,Факультет урбанистики,1,"Русский, Английский",Атеизм,"Настольные игры, Музыка"
1,Общежитие №1,52,259,Белякова Ангелина Данииловна,30,Ж,Магистратура,Факультет права,2,"Китайский, Английский",Православие,"Программирование, Рисование, Музыка"
1,Общежитие №1,52,260,Морозова Яна Глебовна,24,Ж,Аспирантура,Факультет мировой экономики и мировой политики,3,Английский,Атеизм,"Баскетбол, Рисование"
1,Общежитие №1,52,261,Карпова Виктория Кирилловна,25,Ж,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",1,"Русский, Английский",Буддизм,"Настольные игры, Шахматы, Музыка"
1,Общежитие №1,53,257,Борисов Петр Филиппович,26,М,Бакалавриат,Факультет урбанистики,3,Русский,Ислам,"Баскетбол, Настольные игры, Программирование"
1,Общежитие №1,53,264,Кондратьев Николай Юлианович,21,М,Аспирантура,Факультет бизнеса и менеджмента,2,Английский,Православие,"Футбол, Настольные игры"
1,Общежитие №1,53,266,Соколов Семен Алексеевич,19,М,Аспирантура,Факультет компьютерных наук,3,Английский,Буддизм,"Программирование, Настольный теннис, Музыка"
1,Общежитие №1,53,267,Крылов Вениамин Станиславович,19,М,Специалитет,Факультет экономических наук,3,"Русский, Английский",Атеизм,"Настольный теннис, Волейбол, Баскетбол"
1,Общежитие №1,53,268,Фёдоров Борис Викторович,29,М,Специалитет,Факультет гуманитарных наук,2,Английский,Православие,"Программирование, Футбол"
1,Общежитие №1,54,262,Киселева Василиса Андреевна,30,Ж,Специалитет,Факультет экономических наук,5,Русский,Буддизм,Рисование
1,Общежитие №1,54,263,Ершова Жанна Леонтьевна,26,Ж,Аспирантура,Факультет социальных наук,3,Русский,Православие,"Музыка, Настольный теннис"
1,Общежитие №1,54,265,Сергеева Изабелла Евграфовна,19,Ж,Аспирантура,Факультет компьютерных наук,3,Английский,Ислам,Шахматы
1,Общежитие №1,54,269,Крылова Виктория Михайловна,30,Ж,Магистратура,Факультет экономических наук,2,"Китайский, Английский",Православие,"Волейбол, Баскетбол, Программирование"
1,Общежитие №1,54,270,Ершова Марта Ратмировна,29,Ж,Специалитет,Факультет права,3,Английский,Ислам,Настольный теннис
1,Общежитие №1,55,271,Виноградова Рита Максимовна,22,Ж,Аспирантура,Факультет компьютерных наук,3,Английский,Православие,"Музыка, Волейбол"
1,Общежитие №1,55,272,Шилова Яна Платоновна,25,Ж,Аспирантура,Факультет социальных наук,1,"Русский, Английский",Ислам,Баскетбол
1,Общежитие №1,55,273,Борисова Татьяна Николаевна,28,Ж,Бакалавриат,Факультет мировой экономики и мировой политики,4,Русский,Православие,"Шахматы, Баскетбол, Настольные игры"
1,Общежитие №1,55,274,Романова Венера Тарасовна,30,Ж,Магистратура,Факультет гуманитарных наук,2,Английский,Православие,"Волейбол, Рисование, Шахматы"
1,Общежитие №1,55,275,Иванова Анфиса Тимуровна,23,Ж,Аспирантура,Факультет математики,3,"Русский, Английский",Ислам,"Настольный теннис, Настольные игры"
1,Общежитие №1,56,276,Шилова Кристина Николаевна,25,Ж,Аспирантура,Факультет социальных наук,2,Русский,Атеизм,Футбол
1,Общежитие №1,56,277,Беликова Римма Филипповна,23,Ж,Бакалавриат,Факультет гуманитарных наук,2,Русский,Атеизм,Рисование
1,Общежитие №1,56,278,Петухова Роза Григорьевна,25,Ж,Бакалавриат,Факультет бизнеса и менеджмента,3,"Русский, Английский",Атеизм,"Волейбол, Настольные игры"
1,Общежитие №1,56,279,Чернышева Агния Леонидовна,21,Ж,Аспирантура,"Факультет коммуникаций, медиа и дизайна",3,Английский,Атеизм,"Настольные игры, Футбол"
1,Общежитие №1,57,280,Кириллов Платон Артемович,23,М,Специалитет,Факультет права,3,Английский,Атеизм,Шахматы
1,Общежитие №1,57,283,Быков Игнат Филиппович,25,М,Аспирантура,Факультет урбанистики,2,Английский,Православие,Настольные игры
1,Общежитие №1,57,288,Иванов Николай Глебович,21,М,Бакалавриат,Факультет математики,2,Русский,Атеизм,"Настольный теннис, Волейбол, Программирование"
1,Общежитие №1,57,290,Михайлов Феликс Вячеславович,28,М,Специалитет,Факультет мировой экономики и мировой политики,3,Русский,Православие,"Шахматы, Программирование, Настольный теннис"
1,Общежитие №1,57,292,Богданов Михаил Юлианович,30,М,Бакалавриат,Факультет социальных наук,3,"Русский, Английский",Православие,Программирование
1,Общежитие №1,58,282,Маслова Дарина Васильевна,23,Ж,Магистратура,Факультет экономических наук,1,Русский,Ислам,"Настольный теннис, Рисование"
1,Общежитие №1,58,284,Сидорова Ольга Мироновна,23,Ж,Специалитет,Факультет урбанистики,2,Английский,Атеизм,Волейбол
1,Общежитие №1,58,285,Ушакова Яна Романовна,22,Ж,Аспирантура,Факультет гуманитарных наук,1,Русский,Православие,Футбол
1,Общежитие №1,58,286,Гордеева Гертруда Максимовна,21,Ж,Аспирантура,Факультет социальных наук,3,Английский,Буддизм,"Баскетбол, Музыка"
1,Общежитие №1,58,287,Осипова Варвара Евсеевна,20,Ж,Специалитет,Факультет гуманитарных наук,2,"Русский, Английский",Ислам,Баскетбол
1,Общежитие №1,59,289,Николаева Нелли Романовна,20,Ж,Магистратура,Факультет гуманитарных наук,1,Русский,Ислам,"Баскетбол, Шахматы, Волейбол"
1,Общежитие №1,59,291,Макарова Зинаида Евгеньевна,19,Ж,Аспирантура,Факультет социальных наук,2,"Русский, Английский",Православие,Баскетбол
1,Общежитие №1,59,293,Смирнова Анастасия Вениаминовна,21,Ж,Магистратура,Факультет гуманитарных наук,1,"Русский, Английский",Атеизм,"Футбол, Волейбол"
1,Общежитие №1,59,294,Павлова Роза Романовна,18,Ж,Бакалавриат,Факультет социальных наук,3,Английский,Православие,"Волейбол, Музыка, Настольный теннис"
1,Общежитие №1,59,295,Лазарева Серафима Федосеевна,25,Ж,Магистратура,Факультет мировой экономики и мировой политики,1,"Русский, Английский",Ислам,"Волейбол, Баскетбол, Футбол"
1,Общежитие №1,60,296,Ларионова Алина Филипповна,26,Ж,Магистратура,"Факультет коммуникаций, медиа и дизайна",1,Английский,Православие,"Баскетбол, Музыка, Программирование"
1,Общежитие №1,60,297,Семенова Василиса Петровна,26,Ж,Бакалавриат,Факультет бизнеса и менеджмента,3,Английский,Атеизм,Музыка
1,Общежитие №1,60,298,Шубина Александра Анатольевна,29,Ж,Магистратура,Факультет бизнеса и менеджмента,2,Английский,Ислам,"Музыка, Программирование, Настольный теннис"
1,Общежитие №1,60,301,Орлова Эльза Ивановна,25,Ж,Бакалавриат,Факультет мировой экономики и мировой политики,2,"Китайский, Английский",Православие,"Программирование, Музыка, Волейбол"
1,Общежитие №1,60,302,Семенова Алевтина Тарасовна,28,Ж,Магистратура,Факультет компьютерных наук,2,Русский,Православие,Программирование
1,Общежитие №1,61,299,Калашников Матвей Анатольевич,22,М,Аспирантура,Факультет компьютерных наук,1,Английский,Буддизм,Музыка
1,Общежитие №1,61,300,Тарасов Станислав Юрьевич,25,М,Бакалавриат,Факультет гуманитарных наук,3,Английский,Буддизм,Настольные игры
1,Общежитие №1,61,304,Акимов Август Родионович,27,М,Магистратура,Факультет компьютерных наук,2,"Русский, Английский",Ислам,Музыка
1,Общежитие №1,61,306,Беликов Феликс Геннадьевич,30,М,Специалитет,Факультет мировой экономики и мировой политики,3,Английский,Православие,"Рисование, Шахматы"
1,Общежитие №1,61,307,Князев Вениамин Анатольевич,25,М,Специалитет,"Факультет коммуникаций, медиа и дизайна",4,Русский,Православие,"Музыка, Баскетбол, Футбол"
1,Общежитие №1,62,303,Трофимова Надежда Юлиановна,27,Ж,Бакалавриат,Факультет гуманитарных наук,3,Английский,Православие,"Настольные игры, Настольный теннис, Баскетбол"
1,Общежитие №1,62,305,Мартынова Мелания Григорьевна,26,Ж,Магистратура,"Факультет коммуникаций, медиа и дизайна",1,Русский,Буддизм,"Волейбол, Настольный теннис, Музыка"
1,Общежитие №1,62,309,Шилова Серафима Артемовна,26,Ж,Аспирантура,Факультет мировой экономики и мировой политики,1,Русский,Православие,Шахматы
1,Общежитие №1,62,310,Иванова Регина Еремеевна,30,Ж,Бакалавриат,Факультет гуманитарных наук,3,Английский,Буддизм,"Шахматы, Рисование, Баскетбол"
1,Общежитие №1,62,311,Григорьева Агата Трофимовна,29,Ж,Аспирантура,"Факультет коммуникаций, медиа и дизайна",3,Русский,Ислам,Рисование
1,Общежитие №1,63,308,Панкратов Аким Петрович,28,М,Специалитет,Факультет бизнеса и менеджмента,2,Английский,Православие,Настольные игры
1,Общежитие №1,63,312,Осипов Федот Глебович,22,М,Магистратура,Факультет экономических наук,2,Английский,Атеизм,"Шахматы, Рисование"
1,Общежитие №1,63,313,Крылов Захар Саввич,30,М,Магистратура,Факультет бизнеса и менеджмента,2,Русский,Буддизм,Рисование
1,Общежитие №1,63,314,Беляков Леонид Арсеньевич,28,М,Аспирантура,Факультет социальных наук,1,Русский,Атеизм,"Баскетбол, Программирование"
1,Общежитие №1,63,315,Овчинников Макар Евграфович,18,М,Специалитет,Факультет урбанистики,4,Русский,Атеизм,"Настольные игры, Баскетбол"
1,Общежитие №1,64,316,Иванов Георгий Саввич,18,М,Магистратура,Факультет социальных наук,2,Английский,Ислам,Волейбол
1,Общежитие №1,64,318,Зуев Сергей Даниилович,23,М,Специалитет,Факультет математики,4,Английский,Ислам,"Настольный теннис, Футбол, Волейбол"
1,Общежитие №1,64,319,Соловьёв Клим Александрович,30,М,Специалитет,Факультет мировой экономики и мировой политики,2,Русский,Православие,"Волейбол, Рисование"
1,Общежитие №1,64,323,Миронов Глеб Георгиевич,27,М,Специалитет,Факультет экономических наук,3,"Китайский, Английский",Атеизм,"Программирование, Шахматы"
1,Общежитие №1,64,325,Горшков Август Николаевич,26,М,Магистратура,Факультет экономических наук,1,Английский,Атеизм,"Настольный теннис, Волейбол"
1,Общежитие №1,65,317,Крылова Агния Тарасовна,24,Ж,Аспирантура,Факультет математики,3,Русский,Православие,"Настольные игры, Музыка, Программирование"
1,Общежитие №1,65,320,Иванова Мелания Евгеньевна,21,Ж,Аспирантура,Факультет социальных наук,1,Русский,Православие,Волейбол
1,Общежитие №1,65,321,Ефремова Лилия Леонидовна,23,Ж,Магистратура,"Факультет коммуникаций, медиа и дизайна",2,"Русский, Английский",Буддизм,"Рисование, Программирование, Волейбол"
1,Общежитие №1,65,322,Чернова Ника Арсеньевна,27,Ж,Магистратура,"Факультет коммуникаций, медиа и дизайна",1,Английский,Атеизм,"Рисование, Футбол"
1,Общежитие №1,66,326,Котова Екатерина Ивановна,28,Ж,Специалитет,Факультет экономических наук,1,"Русский, Английский",Православие,"Волейбол, Футбол"
1,Общежитие №1,66,329,Панкратова Сара Станиславовна,25,Ж,Бакалавриат,Факультет гуманитарных наук,3,Английский,Буддизм,"Рисование, Волейбол"
1,Общежитие №1,66,330,Михайлова Лариса Ратмировна,29,Ж,Специалитет,Факультет права,2,Английский,Атеизм,"Рисование, Волейбол"
1,Общежитие №1,66,331,Котова Эвелина Вячеславовна,21,Ж,Бакалавриат,Факультет права,2,Английский,Ислам,Настольный теннис
1,Общежитие №1,66,332,Романова Зоя Анатольевна,21,Ж,Бакалавриат,Факультет мировой экономики и мировой политики,2,"Русский, Английский",Православие,"Рисование, Футбол"
1,Общежитие №1,67,327,Лазарев Геннадий Аркадьевич,21,М,Аспирантура,Факультет гуманитарных наук,2,Русский,Православие,"Настольные игры, Музыка"
1,Общежитие №1,67,328,Петухов Елисей Андреевич,25,М,Магистратура,Факультет права,1,"Русский, Английский",Атеизм,"Настольный теннис, Волейбол"
1,Общежитие №1,67,333,Беляков Игнат Варламович,25,М,Аспирантура,Факультет компьютерных наук,2,"Китайский, Английский",Православие,"Настольные игры, Баскетбол"
1,Общежитие №1,67,336,Романов Ярослав Адамович,28,М,Специалитет,Факультет гуманитарных наук,2,Английский,Ислам,Волейбол
1,Общежитие №1,67,337,Беликов Тимофей Алексеевич,30,М,Аспирантура,"Факультет коммуникаций, медиа и дизайна",2,"Китайский, Английский",Буддизм,Волейбол
1,Общежитие №1,68,334,Горшкова Изабелла Дмитриевна,24,Ж,Магистратура,Факультет математики,2,Русский,Атеизм,"Баскетбол, Шахматы, Волейбол"
1,Общежитие №1,68,335,Ефремова Светлана Павловна,21,Ж,Магистратура,Факультет математики,1,Русский,Атеизм,Рисование
1,Общежитие №1,68,338,Сидорова Мелания Ярославовна,23,Ж,Бакалавриат,Факультет урбанистики,3,"Русский, Английский",Православие,"Волейбол, Настольные игры, Баскетбол"
1,Общежитие №1,68,341,Федосеева Марианна Леонтьевна,25,Ж,Магистратура,Факультет права,1,Английский,Буддизм,"Волейбол, Настольный теннис, Шахматы"
1,Общежитие №1,68,343,Морозова Валерия Евсеевна,23,Ж,Бакалавриат,Факультет бизнеса и менеджмента,1,"Русский, Английский",Атеизм,Футбол
1,Общежитие №1,69,339,Шилов Яков Кондратьевич,24,М,Магистратура,Факультет компьютерных наук,1,Русский,Православие,"Рисование, Волейбол"
1,Общежитие №1,69,340,Егоров Геннадий Валентинович,22,М,Магистратура,Факультет права,2,Русский,Православие,"Музыка, Рисование, Программирование"
1,Общежитие №1,69,342,Архипов Тимур Олегович,28,М,Аспирантура,Факультет права,1,"Русский, Английский",Православие,"Шахматы, Настольные игры"
1,Общежитие №1,69,344,Шубин Родион Федосеевич,19,М,Магистратура,Факультет социальных наук,1,"Китайский, Английский",Атеизм,Настольный теннис
1,Общежитие №1,69,345,Осипов Леонид Федотович,29,М,Бакалавриат,Факультет урбанистики,1,Русский,Православие,"Программирование, Настольные игры, Футбол"
1,Общежитие №1,70,346,Сидорова Юлия Евгеньевна,30,Ж,Специалитет,Факультет компьютерных наук,3,Русский,Атеизм,"Настольный теннис, Настольные игры"
1,Общежитие №1,70,347,Прохорова Зоя Павловна,21,Ж,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",1,Русский,Православие,Футбол
1,Общежитие №1,70,350,Мартынова Сара Денисовна,23,Ж,Аспирантура,Факультет права,2,"Китайский, Английский",Атеизм,"Программирование, Настольный теннис"
1,Общежитие №1,70,351,Ершова Маргарита Арсеньевна,30,Ж,Магистратура,Факультет экономических наук,2,Английский,Атеизм,"Баскетбол, Программирование"
1,Общежитие №1,70,352,Чернова Мирослава Денисовна,20,Ж,Магистратура,Факультет права,2,Английский,Православие,Настольные игры
1,Общежитие №1,71,348,Шилов Варлам Олегович,29,М,Бакалавриат,Факультет права,3,Русский,Атеизм,Настольный теннис
1,Общежитие №1,71,349,Васильев Кирилл Матвеевич,18,М,Бакалавриат,Факультет гуманитарных наук,1,Английский,Атеизм,Футбол
1,Общежитие №1,71,355,Прохоров Альберт Миронович,25,М,Бакалавриат,Факультет экономических наук,1,Русский,Православие,"Волейбол, Футбол, Рисование"
1,Общежитие №1,71,358,Овчинников Арсений Кондратьевич,25,М,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",4,Русский,Ислам,Волейбол
1,Общежитие №1,71,360,Шубин Валерий Антонович,27,М,Аспирантура,Факультет мировой экономики и мировой политики,3,Русский,Православие,Футбол
1,Общежитие №1,72,353,Акимова Татьяна Евгеньевна,27,Ж,Аспирантура,Факультет социальных наук,1,"Русский, Английский",Православие,"Шахматы, Футбол, Волейбол"
1,Общежитие №1,72,354,Белякова Жанна Ярославовна,28,Ж,Бакалавриат,Факультет социальных наук,2,Русский,Буддизм,Рисование
1,Общежитие №1,72,356,Дроздова Елизавета Тимофеевна,29,Ж,Аспирантура,Факультет мировой экономики и мировой политики,3,Русский,Православие,"Настольные игры, Шахматы, Рисование"
1,Общежитие №1,72,357,Павлова Зинаида Мироновна,23,Ж,Аспирантура,Факультет права,2,Русский,Православие,"Программирование, Шахматы"
1,Общежитие №1,72,359,Мухина Елизавета Вячеславовна,22,Ж,Аспирантура,"Факультет коммуникаций, медиа и дизайна",1,Русский,Атеизм,Программирование
1,Общежитие №1,73,361,Соловьёв Николай Аркадьевич,26,М,Аспирантура,Факультет бизнеса и менеджмента,2,Русский,Атеизм,"Рисование, Баскетбол, Волейбол"
1,Общежитие №1,73,362,Кузнецов Борис Александрович,20,М,Бакалавриат,Факультет гуманитарных наук,1,"Русский, Английский",Православие,Баскетбол
1,Общежитие №1,73,363,Федотов Дмитрий Варламович,26,М,Специалитет,Факультет гуманитарных наук,2,"Русский, Английский",Атеизм,"Футбол, Шахматы"
1,Общежитие №1,73,364,Чернышев Модест Артёмович,27,М,Бакалавриат,Факультет гуманитарных наук,3,Русский,Ислам,"Волейбол, Шахматы, Баскетбол"
1,Общежитие №1,73,365,Лазарев Руслан Евгеньевич,24,М,Аспирантура,Факультет мировой экономики и мировой политики,1,Английский,Православие,Шахматы
1,Общежитие №1,74,366,Сазонова Ярослава Андреевна,27,Ж,Магистратура,Факультет компьютерных наук,1,Английский,Буддизм,"Рисование, Настольные игры, Волейбол"
1,Общежитие №1,74,367,Орлова Мария Павловна,29,Ж,Бакалавриат,Факультет права,4,Русский,Православие,"Баскетбол, Программирование, Настольные игры"
1,Общежитие №1,74,368,Морозова Клара Ярославовна,26,Ж,Магистратура,Факультет мировой экономики и мировой политики,2,Русский,Православие,"Рисование, Настольные игры, Программирование"
1,Общежитие №1,74,369,Михайлова Алевтина Ратмировна,23,Ж,Специалитет,Факультет права,2,Русский,Буддизм,"Программирование, Футбол, Шахматы"
1,Общежитие №1,74,371,Шестакова Жанна Николаевна,20,Ж,Аспирантура,Факультет математики,2,"Китайский, Английский",Атеизм,"Настольные игры, Рисование"
1,Общежитие №1,75,370,Кузнецов Эраст Станиславович,18,М,Бакалавриат,Факультет экономических наук,4,Русский,Ислам,"Настольный теннис, Шахматы, Настольные игры"
1,Общежитие №1,75,372,Чернов Александр Захарович,30,М,Аспирантура,Факультет математики,2,Русский,Православие,"Баскетбол, Настольный теннис"
1,Общежитие №1,75,373,Горшков Демьян Михайлович,29,М,Магистратура,Факультет бизнеса и менеджмента,1,Русский,Православие,Настольные игры
1,Общежитие №1,75,375,Егоров Виталий Трофимович,20,М,Бакалавриат,Факультет гуманитарных наук,1,"Русский, Английский",Православие,"Настольный теннис, Музыка, Футбол"
1,Общежитие №1,75,376,Захаров Николай Виталиевич,27,М,Магистратура,Факультет математики,2,Русский,Православие,Настольные игры
1,Общежитие №1,76,374,Шестакова Вероника Георгиевна,22,Ж,Аспирантура,Факультет гуманитарных наук,3,Русский,Ислам,"Рисование, Программирование"
1,Общежитие №1,76,378,Князева Ярослава Захаровна,21,Ж,Специалитет,Факультет права,4,"Русский, Английский",Атеизм,Шахматы
1,Общежитие №1,76,380,Шилова Василиса Федотовна,29,Ж,Магистратура,Факультет права,2,Английский,Православие,"Рисование, Музыка, Настольный теннис"
1,Общежитие №1,76,382,Фёдорова Дарина Тарасовна,30,Ж,Специалитет,Факультет бизнеса и менеджмента,1,Русский,Атеизм,"Музыка, Баскетбол, Настольные игры"
1,Общежитие №1,76,383,Крылова Мелания Вячеславовна,23,Ж,Аспирантура,Факультет математики,3,"Русский, Английский",Атеизм,"Баскетбол, Рисование"
1,Общежитие №1,77,377,Голубев Алексей Алексеевич,21,М,Специалитет,"Факультет коммуникаций, медиа и дизайна",2,Русский,Атеизм,"Рисование, Баскетбол, Волейбол"
1,Общежитие №1,77,379,Петухов Роман Борисович,18,М,Специалитет,Факультет математики,2,"Русский, Английский",Православие,"Настольный теннис, Футбол, Программирование"
1,Общежитие №1,77,381,Лазарев Елисей Артёмович,19,М,Специалитет,"Факультет коммуникаций, медиа и дизайна",1,Английский,Православие,Настольный теннис
1,Общежитие №1,77,384,Игнатьев Викентий Георгиевич,23,М,Аспирантура,Факультет урбанистики,3,"Русский, Английский",Атеизм,Настольные игры
1,Общежитие №1,77,385,Орлов Феликс Леонидович,30,М,Бакалавриат,Факультет экономических наук,3,Русский,Православие,"Настольные игры, Футбол"
1,Общежитие №1,78,386,Панкратова Агния Юрьевна,28,Ж,Аспирантура,Факультет экономических наук,1,Английский,Ислам,Программирование
1,Общежитие №1,78,388,Капустина Жанна Платоновна,28,Ж,Магистратура,Факультет экономических наук,2,Русский,Буддизм,"Шахматы, Рисование, Настольные игры"
1,Общежитие №1,78,389,Жукова Виктория Борисовна,21,Ж,Аспирантура,Факультет компьютерных наук,1,Русский,Атеизм,"Шахматы, Настольный теннис"
1,Общежитие №1,78,391,Ефремова Алина Леонидовна,20,Ж,Аспирантура,Факультет гуманитарных наук,1,Английский,Буддизм,"Программирование, Шахматы"
1,Общежитие №1,79,387,Сидоров Юрий Филиппович,30,М,Магистратура,Факультет урбанистики,1,"Русский, Английский",Православие,"Рисование, Шахматы"
1,Общежитие №1,79,390,Ефремов Константин Еремеевич,19,М,Бакалавриат,Факультет права,3,"Русский, Английский",Православие,Футбол
1,Общежитие №1,79,392,Акимов Тихон Евграфович,28,М,Аспирантура,Факультет гуманитарных наук,1,"Русский, Английский",Буддизм,Шахматы
1,Общежитие №1,79,394,Лазарев Родион Филиппович,30,М,Бакалавриат,Факультет мировой экономики и мировой политики,2,Русский,Атеизм,"Баскетбол, Настольные игры"
1,Общежитие №1,79,395,Киселёв Яков Ярославович,26,М,Аспирантура,Факультет математики,3,Английский,Православие,"Шахматы, Футбол, Рисование"
1,Общежитие №1,80,396,Назарова Дарина Леонтьевна,22,Ж,Магистратура,Факультет бизнеса и менеджмента,1,Английский,Православие,"Рисование, Волейбол, Настольный теннис"
1,Общежитие №1,80,397,Кузнецова Яна Юрьевна,21,Ж,Специалитет,Факультет экономических наук,4,Русский,Ислам,"Настольные игры, Рисование, Музыка"
1,Общежитие №1,80,399,Шубина Карина Леонтьевна,24,Ж,Специалитет,Факультет урбанистики,1,"Русский, Английский",Ислам,"Настольные игры, Программирование, Футбол"
1,Общежитие №1,80,400,Иванова Инна Максимовна,19,Ж,Бакалавриат,Факультет социальных наук,3,Английский,Атеизм,"Баскетбол, Программирование, Шахматы"
1,Общежитие №1,81,401,Мухина Лидия Олеговна,24,Ж,Магистратура,Факультет математики,1,Русский,Атеизм,Шахматы
1,Общежитие №1,81,402,Тимофеева Регина Павловна,26,Ж,Бакалавриат,Факультет компьютерных наук,2,"Русский, Английский",Атеизм,"Настольные игры, Футбол, Настольный теннис"
1,Общежитие №1,81,404,Беляева Ульяна Артемовна,20,Ж,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",2,"Русский, Английский",Православие,"Рисование, Баскетбол, Настольные игры"
1,Общежитие №1,81,406,Сергеева Лариса Аркадьевна,23,Ж,Специалитет,Факультет мировой экономики и мировой политики,3,"Китайский, Английский",Атеизм,"Футбол, Шахматы"
1,Общежитие №1,81,407,Кузнецова Регина Игнатьевна,28,Ж,Бакалавриат,Факультет бизнеса и менеджмента,1,Английский,Православие,"Шахматы, Футбол, Программирование"
1,Общежитие №1,82,403,Кириллов Юлиан Георгиевич,21,М,Бакалавриат,Факультет бизнеса и менеджмента,2,Английский,Православие,"Настольный теннис, Шахматы, Музыка"
1,Общежитие №1,82,405,Богданов Август Еремеевич,19,М,Магистратура,Факультет права,2,"Русский, Английский",Буддизм,Программирование
1,Общежитие №1,82,409,Васильев Адам Савельевич,18,М,Бакалавриат,Факультет мировой экономики и мировой политики,2,"Русский, Английский",Атеизм,Футбол
1,Общежитие №1,82,410,Чернов Семен Леонидович,18,М,Специалитет,Факультет компьютерных наук,4,"Русский, Английский",Атеизм,"Настольный теннис, Настольные игры"
1,Общежитие №1,82,413,Шаров Глеб Родионович,23,М,Специалитет,Факультет компьютерных наук,3,"Русский, Английский",Православие,"Волейбол, Музыка"
1,Общежитие №1,83,408,Петухова Вероника Игнатьевна,23,Ж,Специалитет,Факультет компьютерных наук,1,Русский,Православие,"Шахматы, Настольный теннис"
1,Общежитие №1,83,411,Беляева Алевтина Сергеевна,26,Ж,Аспирантура,Факультет математики,3,Английский,Православие,Музыка
1,Общежитие №1,83,412,Гордеева Диана Федосеевна,20,Ж,Бакалавриат,Факультет права,3,Английский,Ислам,"Футбол, Настольные игры, Рисование"
1,Общежитие №1,83,414,Шубина Варвара Глебовна,25,Ж,Специалитет,Факультет социальных наук,2,Русский,Ислам,"Баскетбол, Рисование, Волейбол"
1,Общежитие №1,83,415,Павлова Юлия Ярославовна,23,Ж,Аспирантура,Факультет урбанистики,3,Английский,Ислам,Настольный теннис
1,Общежитие №1,84,416,Григорьева Варвара Матвеевна,19,Ж,Специалитет,Факультет бизнеса и менеджмента,2,"Русский, Английский",Православие,"Настольный теннис, Баскетбол, Программирование"
1,Общежитие №1,84,418,Жукова Зинаида Александровна,27,Ж,Аспирантура,Факультет права,2,"Китайский, Английский",Ислам,"Настольный теннис, Рисование, Музыка"
1,Общежитие №1,84,419,Васильева Тамара Евгеньевна,20,Ж,Бакалавриат,Факультет математики,1,Русский,Атеизм,"Футбол, Программирование"
1,Общежитие №1,84,420,Кузнецова Полина Антоновна,18,Ж,Специалитет,Факультет математики,1,Русский,Ислам,Рисование
1,Общежитие №1,84,422,Мартынова Зинаида Захаровна,18,Ж,Бакалавриат,Факультет гуманитарных наук,3,Английский,Ислам,Программирование
1,Общежитие №1,85,417,Ларионов Юрий Олегович,26,М,Бакалавриат,Факультет урбанистики,2,Русский,Буддизм,"Рисование, Музыка"
1,Общежитие №1,85,421,Смирнов Ефим Тимурович,30,М,Специалитет,Факультет экономических наук,1,Русский,Атеизм,Рисование
1,Общежитие №1,85,424,Титов Игнат Филиппович,26,М,Бакалавриат,Факультет бизнеса и менеджмента,3,Русский,Атеизм,"Программирование, Волейбол"
1,Общежитие №1,85,425,Петухов Ефим Тимурович,30,М,Бакалавриат,Факультет бизнеса и менеджмента,2,"Русский, Английский",Буддизм,Программирование
1,Общежитие №1,85,426,Головин Георгий Даниилович,27,М,Аспирантура,Факультет права,3,Английский,Буддизм,Настольный теннис
1,Общежитие №1,86,423,Калашникова Роза Владимировна,26,Ж,Специалитет,"Факультет коммуникаций, медиа и дизайна",2,Английский,Ислам,Музыка
1,Общежитие №1,86,427,Калашникова Мария Вячеславовна,24,Ж,Бакалавриат,Факультет гуманитарных наук,4,Английский,Православие,"Настольные игры, Настольный теннис"
1,Общежитие №1,86,428,Виноградова Гертруда Григорьевна,23,Ж,Аспирантура,Факультет права,3,"Русский, Английский",Атеизм,Программирование
1,Общежитие №1,86,429,Лазарева Кристина Арсеньевна,23,Ж,Магистратура,Факультет математики,2,Русский,Атеизм,"Настольный теннис, Футбол"
1,Общежитие №1,86,430,Виноградова Евгения Денисовна,21,Ж,Аспирантура,Факультет гуманитарных наук,1,Английский,Православие,"Музыка, Настольные игры, Программирование"
1,Общежитие №1,87,431,Назаров Вениамин Федотович,29,М,Магистратура,Факультет математики,1,Русский,Атеизм,"Настольный теннис, Рисование, Волейбол"
1,Общежитие №1,87,432,Макаров Николай Олегович,24,М,Бакалавриат,Факультет компьютерных наук,3,Русский,Атеизм,"Волейбол, Настольный теннис, Настольные игры"
1,Общежитие №1,87,433,Головин Ратмир Глебович,19,М,Специалитет,Факультет мировой экономики и мировой политики,2,"Русский, Английский",Ислам,Настольный теннис
1,Общежитие №1,87,435,Беляев Никита Даниилович,28,М,Магистратура,Факультет компьютерных наук,1,Английский,Буддизм,Футбол
1,Общежитие №1,87,438,Кондратьев Виктор Денисович,24,М,Бакалавриат,Факультет гуманитарных наук,1,Русский,Атеизм,Программирование
1,Общежитие №1,88,434,Шилова Татьяна Валентиновна,26,Ж,Аспирантура,Факультет бизнеса и менеджмента,1,Русский,Буддизм,Волейбол
1,Общежитие №1,88,436,Егорова Карина Тарасовна,26,Ж,Специалитет,Факультет компьютерных наук,1,"Русский, Английский",Ислам,"Программирование, Баскетбол"
