Student_ID,Name,Age,Gender,Level_of_Higher_Education,Faculty,Course
519,Орлов Ратмир Арсеньевич,24,М,Бакалавриат,Факультет мировой экономики и мировой политики,1
520,Игнатьева Элеонора Станиславовна,21,Ж,Специалитет,Факультет права,5
521,Соколов Евсей Николаевич,23,М,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",1
522,Жуков Варлам Савельевич,28,М,Бакалавриат,Факультет социальных наук,3
523,Герасимов Макар Сергеевич,21,М,Магистратура,Факультет социальных наук,2
524,Воронов Агей Романович,24,М,Специалитет,Факультет компьютерных наук,4
525,Петухова Дарина Артемовна,30,Ж,Магистратура,Факультет гуманитарных наук,1
526,Ушаков Викентий Тимурович,25,М,Магистратура,"Факультет коммуникаций, медиа и дизайна",2
527,Быков Семен Евсеевич,28,М,Бакалавриат,Факультет компьютерных наук,3
528,Ларионов Виталий Евсеевич,27,М,Специалитет,Факультет компьютерных наук,4
529,Фёдорова Дарина Тихоновна,24,Ж,Магистратура,Факультет урбанистики,2
530,Богданов Вениамин Захарович,30,М,Специалитет,Факультет компьютерных наук,3
531,Зуева Гертруда Александровна,23,Ж,Специалитет,Факультет урбанистики,5
532,Крылов Юлиан Семёнович,26,М,Бакалавриат,Факультет бизнеса и менеджмента,3
533,Лебедев Силантий Вячеславович,28,М,Специалитет,Факультет социальных наук,5
534,Иванова Евдокия Дмитриевна,30,Ж,Аспирантура,Факультет урбанистики,1
535,Тимофеева Лилия Александровна,28,Ж,Бакалавриат,Факультет мировой экономики и мировой политики,4
536,Петрова Ия Васильевна,22,Ж,Аспирантура,Факультет социальных наук,2
537,Сидорова Элеонора Захаровна,25,Ж,Магистратура,"Факультет коммуникаций, медиа и дизайна",2
538,Виноградов Клим Юлианович,18,М,Специалитет,"Факультет коммуникаций, медиа и дизайна",3
539,Сергеева Эльза Петровна,21,Ж,Магистратура,Факультет бизнеса и менеджмента,2
540,Шаров Олег Денисович,25,М,Бакалавриат,Факультет бизнеса и менеджмента,2
541,Богданова Алёна Данииловна,30,Ж,Магистратура,Факультет бизнеса и менеджмента,2
542,Воронов Прохор Станиславович,21,М,Аспирантура,Факультет математики,3
543,Беляев Тихон Глебович,28,М,Бакалавриат,Факультет компьютерных наук,1
544,Кожевников Леонтий Леонидович,30,М,Магистратура,Факультет компьютерных наук,1
545,Гаврилов Варлам Трофимович,30,М,Аспирантура,Факультет компьютерных наук,1
546,Голубев Виктор Романович,19,М,Бакалавриат,Факультет бизнеса и менеджмента,2
547,Котова Вероника Станиславовна,29,Ж,Магистратура,Факультет бизнеса и менеджмента,2
548,Егоров Александр Захарович,27,М,Магистратура,Факультет гуманитарных наук,1
549,Горшкова Майя Юлиановна,23,Ж,Аспирантура,Факультет социальных наук,1
550,Григорьев Тихон Саввич,22,М,Бакалавриат,Факультет гуманитарных наук,3
551,Кондратьева Пелагея Никитична,19,Ж,Аспирантура,Факультет социальных наук,1
552,Иванова Алла Игнатьевна,30,Ж,Аспирантура,Факультет мировой экономики и мировой политики,2
553,Новикова Валентина Кондратьевна,19,Ж,Бакалавриат,Факультет экономических наук,1
554,Ковалёв Виталий Георгиевич,23,М,Специалитет,"Факультет коммуникаций, медиа и дизайна",4
555,Фёдоров Борис Эдуардович,28,М,Магистратура,Факультет экономических наук,1
556,Павлов Анатолий Юрьевич,21,М,Специалитет,Факультет бизнеса и менеджмента,3
557,Макарова Карина Аркадьевна,29,Ж,Аспирантура,Факультет социальных наук,2
558,Герасимова Елизавета Саввична,18,Ж,Бакалавриат,Факультет компьютерных наук,1
559,Васильева Эвелина Семёновна,24,Ж,Специалитет,Факультет экономических наук,3
560,Кузнецов Ратмир Тимурович,27,М,Бакалавриат,Факультет бизнеса и менеджмента,4
561,Титов Матвей Прохорович,20,М,Магистратура,Факультет бизнеса и менеджмента,1
562,Архипова Людмила Дмитриевна,30,Ж,Бакалавриат,Факультет математики,4
563,Трофимова Надежда Глебовна,24,Ж,Бакалавриат,Факультет компьютерных наук,3
564,Игнатьев Максим Игнатьевич,20,М,Магистратура,Факультет математики,2
565,Орлова Марианна Аркадьевна,21,Ж,Бакалавриат,Факультет права,1
566,Лазарев Тимофей Юрьевич,25,М,Бакалавриат,Факультет урбанистики,3
567,Киселева Наталья Аркадьевна,28,Ж,Специалитет,Факультет социальных наук,4
568,Осипова Клара Сергеевна,23,Ж,Магистратура,Факультет урбанистики,1
569,Трофимова Лариса Вячеславовна,21,Ж,Магистратура,Факультет бизнеса и менеджмента,2
570,Воронова Диана Станиславовна,30,Ж,Специалитет,Факультет права,4
571,Жуков Ярослав Анатольевич,27,М,Аспирантура,Факультет математики,2
572,Поляков Станислав Тихонович,30,М,Магистратура,Факультет бизнеса и менеджмента,1
573,Кожевникова Эвелина Вячеславовна,25,Ж,Специалитет,Факультет компьютерных наук,4
574,Панкратова Таисия Юрьевна,20,Ж,Магистратура,Факультет математики,1
575,Виноградов Александр Павлович,23,М,Бакалавриат,Факультет социальных наук,3
576,Прохорова Лея Романовна,19,Ж,Магистратура,Факультет гуманитарных наук,1
577,Овчинникова Дарина Саввична,20,Ж,Аспирантура,Факультет компьютерных наук,1
578,Дьяков Модест Денисович,26,М,Магистратура,Факультет бизнеса и менеджмента,2
579,Белякова Амелия Мироновна,29,Ж,Магистратура,Факультет урбанистики,1
580,Тарасов Викентий Кондратьевич,20,М,Специалитет,Факультет математики,1
581,Захаров Олег Владимирович,22,М,Магистратура,Факультет бизнеса и менеджмента,1
582,Киселёв Ярослав Анатольевич,18,М,Аспирантура,Факультет мировой экономики и мировой политики,1
583,Семенова Ника Родионовна,18,Ж,Бакалавриат,Факультет математики,1
584,Гордеев Виктор Вячеславович,30,М,Аспирантура,"Факультет коммуникаций, медиа и дизайна",2
585,Ковалева Яна Тимофеевна,27,Ж,Аспирантура,Факультет математики,1
586,Трофимов Альберт Никитич,20,М,Магистратура,Факультет социальных наук,2
587,Смирнова Ольга Мироновна,24,Ж,Магистратура,"Факультет коммуникаций, медиа и дизайна",1
588,Князева Алиса Варламовна,19,Ж,Бакалавриат,Факультет экономических наук,2
589,Макаров Альберт Вячеславович,22,М,Аспирантура,Факультет бизнеса и менеджмента,2
590,Голубева Марта Леонидовна,19,Ж,Бакалавриат,Факультет гуманитарных наук,1
591,Игнатьев Родион Григорьевич,24,М,Аспирантура,Факультет социальных наук,3
592,Новикова Галина Адамовна,28,Ж,Аспирантура,Факультет права,3
593,Орлова Зинаида Артемовна,21,Ж,Бакалавриат,Факультет математики,2
594,Богданов Михаил Леонтьевич,27,М,Бакалавриат,Факультет социальных наук,4
595,Сидоров Арсений Кондратьевич,20,М,Специалитет,Факультет урбанистики,2
596,Кондратьев Дмитрий Артемович,24,М,Магистратура,"Факультет коммуникаций, медиа и дизайна",1
597,Шубина Зоя Анатольевна,28,Ж,Специалитет,Факультет экономических наук,3
598,Кириллова Ангелина Михайловна,26,Ж,Специалитет,Факультет урбанистики,1
599,Романов Борис Саввич,18,М,Аспирантура,Факультет мировой экономики и мировой политики,2
600,Михайлов Юрий Станиславович,21,М,Магистратура,Факультет экономических наук,1
601,Гордеев Тимофей Захарович,26,М,Магистратура,Факультет экономических наук,1
602,Сергеев Юрий Леонидович,19,М,Бакалавриат,Факультет компьютерных наук,2
603,Мухин Денис Филиппович,25,М,Аспирантура,Факультет урбанистики,2
604,Шаров Август Платонович,23,М,Магистратура,Факультет компьютерных наук,1
605,Макарова Людмила Саввична,21,Ж,Аспирантура,Факультет социальных наук,2
606,Зуев Никита Александрович,29,М,Специалитет,Факультет экономических наук,1
607,Шилова Илона Романовна,30,Ж,Специалитет,"Факультет коммуникаций, медиа и дизайна",3
608,Воронов Петр Анатольевич,20,М,Магистратура,Факультет социальных наук,2
609,Петрова Аделина Данииловна,20,Ж,Магистратура,Факультет гуманитарных наук,1
610,Фёдоров Максим Валерьевич,20,М,Магистратура,Факультет компьютерных наук,2
611,Тимофеев Валерий Еремеевич,30,М,Магистратура,Факультет гуманитарных наук,1
612,Дроздов Матвей Георгиевич,27,М,Бакалавриат,Факультет мировой экономики и мировой политики,2
613,Ковалёв Давид Ратмирович,27,М,Специалитет,Факультет мировой экономики и мировой политики,3
614,Николаев Варлам Николаевич,18,М,Специалитет,Факультет математики,2
615,Воронова Василиса Игнатьевна,23,Ж,Бакалавриат,Факультет мировой экономики и мировой политики,3
616,Васильева Венера Евграфовна,24,Ж,Аспирантура,Факультет гуманитарных наук,1
617,Жукова Тамара Эдуардовна,25,Ж,Магистратура,Факультет бизнеса и менеджмента,2
618,Соколов Геннадий Федорович,27,М,Магистратура,Факультет права,2
619,Гаврилова Клара Станиславовна,19,Ж,Магистратура,Факультет математики,1
620,Чернышева Мария Платоновна,30,Ж,Бакалавриат,Факультет математики,4
621,Воронов Тимофей Александрович,28,М,Аспирантура,Факультет социальных наук,3
622,Лазарева Маргарита Георгиевна,29,Ж,Аспирантура,Факультет права,1
623,Федотова Алина Аркадьевна,18,Ж,Бакалавриат,Факультет мировой экономики и мировой политики,1
624,Крылова Зинаида Николаевна,28,Ж,Бакалавриат,Факультет мировой экономики и мировой политики,4
625,Григорьева Венера Еремеевна,24,Ж,Бакалавриат,Факультет социальных наук,2
626,Александров Демьян Арсеньевич,22,М,Бакалавриат,Факультет мировой экономики и мировой политики,4
627,Киселёв Артур Анатольевич,20,М,Бакалавриат,Факультет гуманитарных наук,1
628,Виноградов Елисей Прохорович,29,М,Бакалавриат,Факультет бизнеса и менеджмента,4
629,Зуев Август Дмитриевич,19,М,Бакалавриат,Факультет урбанистики,2
630,Ершов Аркадий Еремеевич,29,М,Аспирантура,Факультет бизнеса и менеджмента,2
631,Чернова Маргарита Юрьевна,23,Ж,Магистратура,Факультет математики,1
632,Миронов Юрий Юлианович,21,М,Магистратура,Факультет компьютерных наук,2
633,Иванов Василий Борисович,20,М,Специалитет,Факультет бизнеса и менеджмента,3
634,Ершов Василий Кондратьевич,26,М,Аспирантура,Факультет урбанистики,2
635,Ушаков Григорий Дмитриевич,27,М,Аспирантура,Факультет урбанистики,3
636,Шестакова Диана Александровна,27,Ж,Специалитет,Факультет математики,5
637,Калашников Роман Филиппович,18,М,Магистратура,Факультет экономических наук,2
638,Белякова Роза Сергеевна,20,Ж,Магистратура,Факультет экономических наук,2
639,Сидорова Таисия Кондратьевна,28,Ж,Аспирантура,Факультет социальных наук,3
640,Беликова Ольга Алексеевна,19,Ж,Специалитет,Факультет урбанистики,2
641,Капустина Зинаида Анатольевна,29,Ж,Специалитет,Факультет бизнеса и менеджмента,4
642,Орлова Екатерина Станиславовна,18,Ж,Аспирантура,Факультет бизнеса и менеджмента,2
643,Горшкова Людмила Евграфовна,28,Ж,Аспирантура,Факультет компьютерных наук,2
644,Сергеева Регина Вячеславовна,21,Ж,Аспирантура,Факультет математики,2
645,Сазонов Клим Филиппович,22,М,Бакалавриат,Факультет социальных наук,2
646,Александров Аким Викторович,19,М,Магистратура,Факультет права,1
647,Воронов Роман Тарасович,23,М,Специалитет,Факультет урбанистики,4
648,Соколова Ольга Федоровна,21,Ж,Специалитет,"Факультет коммуникаций, медиа и дизайна",1
649,Макарова Лея Тихоновна,30,Ж,Аспирантура,Факультет математики,2
650,Кузнецов Олег Родионович,20,М,Магистратура,Факультет мировой экономики и мировой политики,2
651,Головин Ратмир Федосеевич,24,М,Аспирантура,Факультет гуманитарных наук,1
652,Богданова Галина Леонидовна,21,Ж,Специалитет,Факультет социальных наук,1
653,Ушаков Агей Ярославович,25,М,Бакалавриат,Факультет мировой экономики и мировой политики,2
654,Ковалева Алёна Евсеевна,20,Ж,Аспирантура,Факультет мировой экономики и мировой политики,2
655,Киселёв Денис Семёнович,21,М,Магистратура,Факультет права,2
656,Панкратов Аким Прохорович,19,М,Бакалавриат,Факультет урбанистики,4
657,Горшков Антон Александрович,18,М,Магистратура,Факультет экономических наук,1
658,Ковалёв Олег Родионович,23,М,Аспирантура,Факультет экономических наук,2
659,Быкова Ульяна Максимовна,21,Ж,Аспирантура,Факультет компьютерных наук,2
660,Ларионова Вера Саввична,19,Ж,Бакалавриат,Факультет бизнеса и менеджмента,3
661,Чернышева Агния Дмитриевна,22,Ж,Аспирантура,Факультет социальных наук,2
662,Зуев Геннадий Федорович,24,М,Бакалавриат,Факультет гуманитарных наук,2
663,Воронов Валерий Даниилович,25,М,Специалитет,Факультет урбанистики,4
664,Горшкова Рита Саввична,26,Ж,Магистратура,"Факультет коммуникаций, медиа и дизайна",1
665,Гаврилова Алёна Анатольевна,18,Ж,Специалитет,Факультет права,4
666,Николаев Эдуард Трофимович,22,М,Аспирантура,Факультет экономических наук,2
667,Орлов Вениамин Филиппович,28,М,Аспирантура,Факультет социальных наук,1
668,Фёдорова Изабелла Трофимовна,30,Ж,Магистратура,Факультет урбанистики,1
669,Смирнов Агей Аркадьевич,28,М,Аспирантура,Факультет гуманитарных наук,1
670,Капустин Август Ратмирович,26,М,Аспирантура,Факультет урбанистики,3
671,Мартынова Лия Артемовна,21,Ж,Бакалавриат,Факультет права,3
672,Дмитриева Стефания Филипповна,21,Ж,Специалитет,Факультет экономических наук,5
673,Фёдорова Таисия Юлиановна,18,Ж,Специалитет,Факультет мировой экономики и мировой политики,5
674,Капустин Николай Константинович,29,М,Специалитет,"Факультет коммуникаций, медиа и дизайна",4
675,Шубин Еремей Игнатьевич,26,М,Аспирантура,Факультет экономических наук,1
676,Виноградов Григорий Кириллович,19,М,Аспирантура,"Факультет коммуникаций, медиа и дизайна",3
677,Виноградова Василиса Вениаминовна,27,Ж,Аспирантура,Факультет бизнеса и менеджмента,1
678,Петухов Владимир Леонидович,26,М,Специалитет,Факультет урбанистики,1
679,Архипова Олеся Станиславовна,24,Ж,Аспирантура,Факультет компьютерных наук,2
680,Сазонов Давид Тарасович,29,М,Аспирантура,Факультет социальных наук,1
681,Смирнова Маргарита Кирилловна,27,Ж,Аспирантура,Факультет урбанистики,3
682,Захарова Алиса Валерьевна,18,Ж,Специалитет,Факультет мировой экономики и мировой политики,2
683,Капустина Эльза Кондратьевна,20,Ж,Специалитет,Факультет социальных наук,4
684,Воронов Сергей Николаевич,28,М,Бакалавриат,Факультет права,4
685,Романов Ерофей Михайлович,27,М,Аспирантура,Факультет мировой экономики и мировой политики,2
686,Сафонов Аким Ярославович,26,М,Бакалавриат,Факультет экономических наук,4
687,Чернышев Олег Виталиевич,24,М,Бакалавриат,Факультет бизнеса и менеджмента,2
688,Панкратов Аркадий Александрович,24,М,Специалитет,Факультет компьютерных наук,3
689,Панкратова Майя Ивановна,21,Ж,Магистратура,Факультет компьютерных наук,1
690,Соловьева Инна Тихоновна,25,Ж,Аспирантура,Факультет компьютерных наук,1
691,Овчинникова Наталья Леонидовна,23,Ж,Магистратура,Факультет социальных наук,1
692,Миронова Ника Юлиановна,24,Ж,Специалитет,Факультет урбанистики,3
693,Петухов Платон Олегович,28,М,Бакалавриат,Факультет математики,2
694,Киселева Юлия Олеговна,28,Ж,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",3
695,Ефремова Снежана Юлиановна,27,Ж,Бакалавриат,Факультет урбанистики,1
696,Макарова Милана Викторовна,30,Ж,Аспирантура,Факультет экономических наук,2
697,Соколова Майя Федотовна,28,Ж,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",4
698,Петров Савелий Саввич,18,М,Бакалавриат,Факультет мировой экономики и мировой политики,2
699,Назаров Ерофей Борисович,29,М,Специалитет,Факультет урбанистики,5
700,Сергеева Марианна Петровна,29,Ж,Магистратура,Факультет социальных наук,1
701,Дроздов Даниил Евгеньевич,30,М,Специалитет,Факультет бизнеса и менеджмента,2
702,Николаева Татьяна Романовна,18,Ж,Магистратура,Факультет бизнеса и менеджмента,1
703,Кондратьев Давид Юлианович,24,М,Аспирантура,Факультет права,3
704,Шарова Надежда Вениаминовна,18,Ж,Специалитет,Факультет компьютерных наук,3
705,Белякова Дарина Алексеевна,21,Ж,Бакалавриат,Факультет компьютерных наук,1
706,Карпова Ия Юлиановна,24,Ж,Специалитет,Факультет мировой экономики и мировой политики,4
707,Лазарева Диана Федосеевна,28,Ж,Магистратура,"Факультет коммуникаций, медиа и дизайна",1
708,Александров Тимофей Александрович,24,М,Магистратура,"Факультет коммуникаций, медиа и дизайна",1
709,Сидорова Виктория Дмитриевна,18,Ж,Аспирантура,Факультет социальных наук,1
710,Шубина Марианна Михайловна,25,Ж,Бакалавриат,Факультет компьютерных наук,1
711,Петухов Константин Матвеевич,28,М,Специалитет,Факультет математики,5
712,Макаров Прохор Федотович,23,М,Магистратура,Факультет права,2
713,Соколова Надежда Дмитриевна,29,Ж,Магистратура,Факультет математики,1
714,Николаев Захар Ярославович,27,М,Магистратура,Факультет математики,1
715,Петухов Валерий Александрович,28,М,Аспирантура,Факультет урбанистики,1
716,Мартынова Елена Константиновна,22,Ж,Магистратура,"Факультет коммуникаций, медиа и дизайна",2
717,Миронов Илья Арсеньевич,24,М,Магистратура,Факультет права,1
718,Герасимов Игнат Эдуардович,19,М,Специалитет,Факультет математики,2
719,Федотов Станислав Геннадьевич,28,М,Аспирантура,Факультет урбанистики,1
720,Сергеева Татьяна Александровна,24,Ж,Аспирантура,"Факультет коммуникаций, медиа и дизайна",3
721,Шубин Федот Эдуардович,28,М,Специалитет,"Факультет коммуникаций, медиа и дизайна",2
722,Егорова Алёна Тарасовна,24,Ж,Бакалавриат,Факультет экономических наук,1
723,Шестаков Федот Варламович,25,М,Магистратура,"Факультет коммуникаций, медиа и дизайна",2
724,Архипова Варвара Вячеславовна,29,Ж,Специалитет,Факультет мировой экономики и мировой политики,1
725,Шубина Ярослава Денисовна,26,Ж,Бакалавриат,Факультет гуманитарных наук,3
726,Новикова Ангелина Евграфовна,25,Ж,Аспирантура,Факультет социальных наук,1
727,Захаров Тимур Петрович,22,М,Бакалавриат,Факультет компьютерных наук,3
728,Прохоров Станислав Игнатьевич,20,М,Аспирантура,Факультет бизнеса и менеджмента,3
729,Фролова Екатерина Вячеславовна,25,Ж,Специалитет,Факультет социальных наук,3
730,Захаров Павел Варламович,30,М,Бакалавриат,Факультет гуманитарных наук,2
731,Морозов Ратмир Адамович,28,М,Специалитет,Факультет социальных наук,4
732,Князев Альберт Олегович,26,М,Бакалавриат,Факультет социальных наук,3
733,Панкратов Даниил Ратмирович,22,М,Магистратура,Факультет компьютерных наук,1
734,Сидорова Зинаида Олеговна,25,Ж,Аспирантура,Факультет бизнеса и менеджмента,1
735,Киселёв Тимур Иванович,30,М,Специалитет,Факультет бизнеса и менеджмента,2
736,Виноградова Анфиса Валентиновна,18,Ж,Аспирантура,Факультет бизнеса и менеджмента,3
737,Тимофеева Лея Леонидовна,30,Ж,Специалитет,Факультет мировой экономики и мировой политики,4
738,Герасимов Максим Платонович,20,М,Аспирантура,Факультет социальных наук,3
739,Беляева Гертруда Юлиановна,27,Ж,Магистратура,Факультет урбанистики,1
740,Смирнов Захар Дмитриевич,20,М,Специалитет,Факультет социальных наук,3
741,Захаров Савва Леонидович,30,М,Аспирантура,Факультет гуманитарных наук,2
742,Овчинникова Анжелика Ярославовна,23,Ж,Магистратура,Факультет гуманитарных наук,2
743,Виноградов Антон Адамович,24,М,Специалитет,Факультет математики,1
744,Быков Ефим Игнатьевич,21,М,Бакалавриат,Факультет мировой экономики и мировой политики,1
745,Кузнецов Феликс Тимофеевич,21,М,Специалитет,"Факультет коммуникаций, медиа и дизайна",2
746,Гаврилов Василий Артемович,26,М,Специалитет,Факультет бизнеса и менеджмента,4
747,Борисов Филипп Денисович,22,М,Специалитет,Факультет социальных наук,5
748,Борисов Макар Антонович,26,М,Бакалавриат,Факультет мировой экономики и мировой политики,3
749,Мартынов Руслан Федосеевич,23,М,Бакалавриат,Факультет математики,4
750,Борисов Евгений Александрович,23,М,Бакалавриат,Факультет компьютерных наук,4
751,Герасимов Николай Филиппович,29,М,Бакалавриат,Факультет урбанистики,1
752,Осипова Марта Игнатьевна,23,Ж,Специалитет,Факультет социальных наук,5
753,Семенова Пелагея Глебовна,25,Ж,Магистратура,Факультет гуманитарных наук,2
754,Гаврилов Варлам Максимович,28,М,Аспирантура,Факультет социальных наук,1
755,Чернов Август Анатольевич,30,М,Аспирантура,Факультет социальных наук,1
756,Трофимова Майя Савельевна,25,Ж,Бакалавриат,Факультет урбанистики,3
757,Петухова Лея Евсеевна,19,Ж,Бакалавриат,Факультет социальных наук,3
758,Князев Семен Ратмирович,20,М,Магистратура,Факультет бизнеса и менеджмента,1
759,Герасимов Георгий Федотович,24,М,Аспирантура,Факультет мировой экономики и мировой политики,3
760,Архипова Лия Матвеевна,30,Ж,Аспирантура,Факультет математики,2
761,Чернова Полина Игнатьевна,28,Ж,Бакалавриат,Факультет права,3
762,Виноградова Аврора Артемовна,18,Ж,Магистратура,Факультет компьютерных наук,1
763,Горшков Юрий Олегович,22,М,Специалитет,Факультет компьютерных наук,3
764,Зуева Амелия Викторовна,26,Ж,Бакалавриат,Факультет права,2
765,Овчинников Ефим Арсеньевич,28,М,Специалитет,"Факультет коммуникаций, медиа и дизайна",3
766,Быкова Евгения Тимофеевна,28,Ж,Бакалавриат,Факультет урбанистики,4
767,Орлова Юлия Данииловна,30,Ж,Аспирантура,Факультет бизнеса и менеджмента,1
768,Осипов Петр Владимирович,28,М,Специалитет,Факультет бизнеса и менеджмента,2
769,Смирнов Федот Кондратьевич,27,М,Магистратура,Факультет гуманитарных наук,1
770,Чернов Варлам Федотович,24,М,Магистратура,Факультет урбанистики,1
771,Кожевников Борис Викторович,28,М,Магистратура,Факультет социальных наук,1
772,Головин Эраст Георгиевич,25,М,Бакалавриат,Факультет мировой экономики и мировой политики,2
773,Трофимов Олег Михайлович,30,М,Бакалавриат,Факультет мировой экономики и мировой политики,4
774,Калашников Вячеслав Тихонович,23,М,Аспирантура,Факультет экономических наук,1
775,Головин Валерий Михайлович,30,М,Аспирантура,Факультет урбанистики,1
776,Ефремов Леонид Олегович,18,М,Бакалавриат,Факультет математики,2
777,Панкратов Аким Эдуардович,19,М,Бакалавриат,Факультет гуманитарных наук,2
778,Назаров Тимур Константинович,20,М,Специалитет,Факультет мировой экономики и мировой политики,3
779,Ефремов Феликс Аркадьевич,23,М,Аспирантура,Факультет мировой экономики и мировой политики,1
780,Тарасова Алиса Вячеславовна,23,Ж,Бакалавриат,Факультет мировой экономики и мировой политики,4
781,Кожевников Анатолий Родионович,30,М,Специалитет,Факультет компьютерных наук,4
782,Сафонов Станислав Артёмович,30,М,Аспирантура,Факультет гуманитарных наук,1
783,Кузнецов Прохор Леонидович,27,М,Аспирантура,Факультет экономических наук,1
784,Игнатьева Елизавета Кондратьевна,20,Ж,Магистратура,Факультет мировой экономики и мировой политики,2
785,Миронова Алина Борисовна,28,Ж,Аспирантура,Факультет мировой экономики и мировой политики,1
786,Панкратов Евсей Евграфович,29,М,Специалитет,Факультет урбанистики,4
787,Шилов Никита Никитич,19,М,Магистратура,"Факультет коммуникаций, медиа и дизайна",2
788,Сафонова Амелия Арсеньевна,24,Ж,Специалитет,Факультет мировой экономики и мировой политики,5
789,Мухина Майя Варламовна,30,Ж,Бакалавриат,Факультет математики,3
790,Маслов Иван Антонович,28,М,Аспирантура,Факультет гуманитарных наук,3
791,Николаева Ксения Виталиевна,18,Ж,Бакалавриат,Факультет математики,3
792,Александрова Ольга Тимофеевна,26,Ж,Магистратура,Факультет урбанистики,1
793,Князев Давид Федосеевич,23,М,Аспирантура,Факультет бизнеса и менеджмента,3
794,Беликова Елена Захаровна,22,Ж,Бакалавриат,Факультет урбанистики,3
795,Шарова Вероника Никитична,22,Ж,Бакалавриат,Факультет мировой экономики и мировой политики,2
796,Дьякова Майя Кондратьевна,19,Ж,Бакалавриат,Факультет мировой экономики и мировой политики,2
797,Александрова Дарина Сергеевна,19,Ж,Аспирантура,"Факультет коммуникаций, медиа и дизайна",2
798,Воронов Ярослав Кириллович,20,М,Магистратура,Факультет экономических наук,1
799,Ефремов Вячеслав Петрович,20,М,Специалитет,Факультет экономических наук,4
800,Егоров Платон Тарасович,21,М,Бакалавриат,Факультет мировой экономики и мировой политики,1
801,Борисов Аркадий Александрович,26,М,Специалитет,Факультет права,4
802,Орлов Евсей Вячеславович,19,М,Специалитет,Факультет экономических наук,1
803,Петухова Евгения Анатольевна,29,Ж,Специалитет,Факультет урбанистики,4
804,Иванов Валерий Вениаминович,27,М,Специалитет,Факультет компьютерных наук,2
805,Киселева Амелия Николаевна,29,Ж,Специалитет,"Факультет коммуникаций, медиа и дизайна",5
806,Сидорова Евдокия Константиновна,29,Ж,Аспирантура,Факультет социальных наук,2
807,Петров Петр Леонидович,30,М,Магистратура,Факультет права,1
808,Макарова Аделина Савельевна,23,Ж,Специалитет,Факультет экономических наук,1
809,Шубина Зинаида Георгиевна,24,Ж,Магистратура,Факультет права,1
810,Карпов Демьян Федотович,30,М,Аспирантура,Факультет урбанистики,3
811,Панкратова Евгения Григорьевна,27,Ж,Специалитет,Факультет экономических наук,5
812,Герасимов Артур Адамович,27,М,Бакалавриат,Факультет социальных наук,3
813,Овчинников Егор Ратмирович,30,М,Магистратура,"Факультет коммуникаций, медиа и дизайна",2
814,Воронова Жанна Савельевна,24,Ж,Специалитет,Факультет урбанистики,3
815,Морозова Регина Олеговна,20,Ж,Аспирантура,Факультет мировой экономики и мировой политики,2
816,Зуев Тарас Тимурович,29,М,Магистратура,Факультет компьютерных наук,1
817,Сафонова Варвара Тимуровна,29,Ж,Бакалавриат,Факультет мировой экономики и мировой политики,4
818,Герасимов Валерий Виталиевич,25,М,Аспирантура,Факультет гуманитарных наук,2
819,Волкова Августа Аркадьевна,21,Ж,Специалитет,Факультет мировой экономики и мировой политики,1
820,Александрова Татьяна Игнатьевна,19,Ж,Аспирантура,Факультет социальных наук,2
821,Дроздов Савелий Федотович,26,М,Специалитет,Факультет математики,3
822,Сидоров Ярослав Анатольевич,29,М,Специалитет,Факультет права,3
823,Капустина Татьяна Варламовна,24,Ж,Специалитет,Факультет бизнеса и менеджмента,1
824,Воронов Николай Сергеевич,28,М,Специалитет,Факультет социальных наук,2
825,Полякова Эвелина Евгеньевна,24,Ж,Магистратура,Факультет социальных наук,1
826,Зуева Лилия Сергеевна,19,Ж,Магистратура,"Факультет коммуникаций, медиа и дизайна",2
827,Ушаков Максим Васильевич,29,М,Магистратура,Факультет математики,1
828,Петрова Ярослава Геннадьевна,19,Ж,Магистратура,Факультет компьютерных наук,2
829,Мартынов Кондрат Борисович,24,М,Аспирантура,Факультет экономических наук,3
830,Беляев Ерофей Евсеевич,26,М,Аспирантура,Факультет урбанистики,3
831,Князев Елисей Константинович,26,М,Специалитет,Факультет гуманитарных наук,1
832,Дроздова Ангелина Григорьевна,28,Ж,Специалитет,Факультет бизнеса и менеджмента,5
833,Мухин Иван Филиппович,25,М,Бакалавриат,Факультет урбанистики,1
834,Семенов Роман Анатольевич,25,М,Специалитет,Факультет математики,5
835,Виноградов Силантий Тихонович,18,М,Специалитет,Факультет бизнеса и менеджмента,5
836,Ларионова Дарина Олеговна,23,Ж,Аспирантура,Факультет права,3
837,Романов Максим Андреевич,22,М,Бакалавриат,Факультет компьютерных наук,3
